idRuta;cotxe;data;ruta;contador;km
496.0;t¡voli;03/04/2025;Sta. Coloma (dijous);14753.0;110.0
497.0;t¡voli;04/04/2025;Palam¢s;14890.0;137.0
498.0;t¡voli;10/04/2025;Sta. Coloma (dijous);14999.0;109.0
499.0;t¡voli;15/04/2025;Girona Compres;15131.0;132.0
500.0;t¡voli;18/04/2025;Malgrat peix;15200.0;69.0
501.0;t¡voli;18/04/2025;Hostalric;15230.0;30.0
502.0;t¡voli;20/04/2025;Palam¢s;15387.0;157.0
503.0;t¡voli;23/04/2025;Barcelona;15558.0;171.0
504.0;t¡voli;24/04/2025;Sta. Coloma (dijous);15667.0;109.0
505.0;t¡voli;26/04/2025;Girona Compres;15773.0;106.0
506.0;t¡voli;29/04/2025;Sta. Coloma (dimarts);15885.0;112.0
507.0;t¡voli;06/05/2025;Sta. Coloma (dimarts);16007.0;122.0
508.0;t¡voli;08/05/2025;Sta. Coloma (dijous);16061.0;54.0
509.0;t¡voli;10/05/2025;Girona Compres;16158.0;97.0
510.0;t¡voli;13/05/2025;Sta. Coloma (dimarts);16270.0;112.0
511.0;t¡voli;15/05/2025;Sta. Coloma (dijous);16385.0;115.0
512.0;t¡voli;16/05/2025;Sta. Coloma (divendres);16491.0;106.0
513.0;t¡voli;19/05/2025;Girona Compres;16598.0;107.0
514.0;t¡voli;23/05/2025;Girona Compres;16715.0;117.0
515.0;t¡voli;04/07/2025;Sta. Caterina;17701.0;986.0
516.0;t¡voli;16/07/2025;Sta. Caterina;17810.0;109.0
517.0;t¡voli;17/07/2025;Sta. Coloma (dijous);17871.0;61.0
518.0;t¡voli;23/07/2025;Recollir …lbum Matar¢;17932.0;61.0
519.0;t¡voli;24/07/2025;Palam¢s;18095.0;163.0
520.0;t¡voli;25/07/2025;Malgrat peix;18172.0;77.0
521.0;t¡voli;26/07/2025;Girona Compres;18267.0;95.0
522.0;t¡voli;28/07/2025;Malgrat peix;18343.0;76.0
523.0;t¡voli;31/07/2025;Sta. Coloma (divendres);18404.0;61.0
524.0;t¡voli;01/08/2025;Palam¢s;18603.0;199.0
525.0;t¡voli;07/08/2025;Girona Compres;18716.0;113.0
526.0;t¡voli;08/08/2025;Malgrat peix;18782.0;66.0
527.0;t¡voli;11/08/2025;Sta. Caterina;18889.0;107.0
528.0;t¡voli;23/08/2025;Viatge;20547.0;1658.0
529.0;t¡voli;26/08/2025;Palam¢s;20797.0;250.0
530.0;t¡voli;28/08/2025;Sta. Coloma (dijous);20861.0;64.0
531.0;t¡voli;30/08/2025;Blanes;20933.0;72.0
532.0;t¡voli;01/09/2025;Girona Compres;21107.0;174.0
533.0;t¡voli;04/09/2025;Sta. Coloma (dijous);21163.0;56.0
534.0;t¡voli;06/09/2025;Barcelona;21339.0;176.0
535.0;t¡voli;12/09/2025;Sta. Caterina;21441.0;102.0
536.0;t¡voli;18/09/2025;Sta. Coloma (dijous);21499.0;58.0
537.0;t¡voli;20/09/2025;Malgrat peix;21588.0;89.0
538.0;t¡voli;23/09/2025;Viatge;21788.0;200.0
539.0;t¡voli;07/10/2025;Metge platja d'Aro;21923.0;135.0
540.0;t¡voli;13/10/2025;Palam¢s;22071.0;148.0
541.0;t¡voli;14/10/2025;Sta. Coloma (dimarts);22127.0;56.0
542.0;t¡voli;20/10/2025;Sta. Coloma (dimarts);22237.0;110.0
543.0;t¡voli;45958;Sta. Coloma (dimarts);22299.0;62.0
544.0;t¡voli;45965;Sta. Coloma (dimarts);22355.0;56.0
545.0;t¡voli;45972;Sta. Coloma (dimarts);22411.0;56.0
546.0;t¡voli;45984;Excursi¢;22563.0;152.0
547.0;t¡voli;45986;Sta. Coloma (dimarts);22617.0;54.0
548.0;t¡voli;45990;Excursi¢;22641.0;24.0
549.0;t¡voli;45993;Sta. Coloma (dimarts);22694.0;53.0
550.0;t¡voli;45996;Malgrat peix;22761.0;67.0
551.0;t¡voli;46001;Sant Celoni;22833.0;72.0
552.0;t¡voli;46003;Dentista Palam¢s;22988.0;155.0
553.0;t¡voli;46007;Sta. Coloma (dimarts);23095.0;107.0
554.0;t¡voli;46009;Girona Compres;23273.0;178.0
555.0;t¡voli;46028;Viatge;24842.0;785.0
556.0;t¡voli;46028;Viatge;24842.0;784.0
557.0;t¡voli;46032;Generalitat Girona;24970.0;128.0
558.0;t¡voli;46035;Sta. Coloma (dimarts);25026.0;56.0
559.0;t¡voli;46037;Palam¢s;25173.0;147.0
560.0;t¡voli;46046;Palam¢s;25335.0;162.0
561.0;t¡voli;46049;Sta. Coloma (dimarts);25445.0;110.0
562.0;t¡voli;46056;Barcelona;25680.0;235.0
563.0;t¡voli;46062;Generalitat Girona;25797.0;117.0
564.0;t¡voli;46063;Sta. Coloma (dimarts);25853.0;56.0
565.0;t¡voli;46064;Barcelona;26062.0;209.0
566.0;t¡voli;46065;Vic;26147.0;85.0
567.0;t¡voli;46068;Carnaval Palam¢s;26320.0;173.0
568.0;t¡voli;46070;Sta. Caterina;26436.0;116.0
569.0;t¡voli;46072;Vic;26523.0;87.0
570.0;t¡voli;46077;Sta. Coloma (dimarts);26577.0;54.0
571.0;t¡voli;46078;Sta. Caterina;26674.0;97.0
572.0;t¡voli;46081;Riells Mercat;26718.0;44.0
573.0;t¡voli;46084;Sta. Coloma (dimarts);26773.0;55.0
574.0;t¡voli;46087;Excursi¢;26856.0;83.0
575.0;t¡voli;46088;Palam¢s;27005.0;149.0
576.0;t¡voli;46097;Aeroport BCN;27249.0;244.0
577.0;t¡voli;46098;Sta. Coloma (dimarts);27308.0;59.0
578.0;t¡voli;46099;Palam¢s;27457.0;149.0
579.0;t¡voli;46105;Aeroport BCN;27717.0;260.0
580.0;t¡voli;46111;;28086.0;369.0
581.0;t¡voli;46114;Generalitat Girona;28201.0;115.0
582.0;t¡voli;46115;Sant Hilari S.;28229.0;28.0
583.0;t¡voli;46120;Metge platja d'Aro;28413.0;184.0
584.0;t¡voli;46122;Girona Compres;28518.0;105.0
585.0;t¡voli;46126;Sta. Coloma (dimarts);28625.0;107.0
586.0;t¡voli;46128;Palam¢s;28793.0;168.0
587.0;t¡voli;46130;Malgrat peix;28862.0;69.0
588.0;t¡voli;46133;Sta. Coloma (dimarts);28931.0;69.0
589.0;t¡voli;46135;Barcelona;29110.0;179.0
590.0;t¡voli;46139;Palam¢s;29275.0;165.0
591.0;t¡voli;46144;Sta. Coloma (divendres);29393.0;118.0
592.0;t¡voli;46152;Excursi¢;29416.0;23.0
593.0;t¡voli;46157;Girona Compres;29525.0;109.0
594.0;t¡voli;46161;Sta. Coloma (dimarts);29592.0;67.0
595.0;t¡voli;46165;Girona Compres;29694.0;102.0
596.0;t¡voli;46166;Blanes;29763.0;69.0
597.0;t¡voli;46168;Sta. Coloma (dimarts);29817.0;54.0
598.0;t¡voli;46171;Girona Compres;29930.0;113.0
599.0;t¡voli;46175;Sta. Coloma (dimarts);29985.0;55.0
600.0;t¡voli;46178;Sta. Caterina;30082.0;97.0
601.0;t¡voli;46182;Sta. Coloma (dimarts);30201.0;119.0
602.0;t¡voli;46278;Palam¢s;30382.0;181.0
